"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
0,"5/26/2019 11:44:32 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 44, created with WinCC Professional V15.1",,WXfZ/R
116,"5/26/2019 11:44:32 AM","-6:00","System","Application","Change to operating mode 'online'.",,RXD76G
117,"5/26/2019 11:44:32 AM","-6:00","System","User administration","User administration imported successfully.",,BdXdYw
118,"5/26/2019 11:44:45 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,m0I7q8
0,"5/26/2019 11:45:27 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,gX04Ra
0,"5/28/2019 10:26:31 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 45, created with WinCC Professional V15.1",,qtHII/
119,"5/28/2019 10:26:31 AM","-6:00","System","Application","Change to operating mode 'online'.",,kDXYfm
120,"5/28/2019 10:26:31 AM","-6:00","System","User administration","User administration imported successfully.",,D/Fz30
0,"5/28/2019 10:26:53 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,Xr5lcS
0,"5/28/2019 10:30:49 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 45, created with WinCC Professional V15.1",,MeCeWe
121,"5/28/2019 10:30:49 AM","-6:00","System","Application","Change to operating mode 'online'.",,7r95gZ
122,"5/28/2019 10:30:49 AM","-6:00","System","User administration","User administration imported successfully.",,I3CKTd
123,"5/28/2019 10:31:07 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,LnHNLU
124,"5/28/2019 10:36:53 AM","-6:00","System","User administration","User logged off.",,RD8iik
0,"5/28/2019 10:38:10 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,4XBgDu
0,"5/28/2019 10:41:19 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 45, created with WinCC Professional V15.1",,pa7dXK
125,"5/28/2019 10:41:19 AM","-6:00","System","Application","Change to operating mode 'online'.",,KiUqD+
126,"5/28/2019 10:41:19 AM","-6:00","System","User administration","User administration imported successfully.",,LIw5C/
127,"5/28/2019 10:41:30 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,+NVj8m
0,"5/28/2019 10:42:03 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,R7hAOS
0,"5/28/2019 10:42:40 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 45, created with WinCC Professional V15.1",,aSFn4B
128,"5/28/2019 10:42:40 AM","-6:00","System","Application","Change to operating mode 'online'.",,w8l73i
129,"5/28/2019 10:42:40 AM","-6:00","System","User administration","User administration imported successfully.",,dlbN3w
130,"5/28/2019 10:42:53 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,bj56mT
131,"5/28/2019 10:48:15 AM","-6:00","System","User administration","User logged off.",,fIqpyw
0,"5/28/2019 1:41:33 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,nkXsS+
0,"5/29/2019 9:32:27 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 48, created with WinCC Professional V15.1",,+ypZEs
132,"5/29/2019 9:32:27 AM","-6:00","System","Application","Change to operating mode 'online'.",,H4FJTJ
133,"5/29/2019 9:32:27 AM","-6:00","System","User administration","User administration imported successfully.",,TuilfB
134,"5/29/2019 9:32:42 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,2r510i
135,"5/29/2019 9:39:26 AM","-6:00","System","User administration","User logged off.",,Y8EROz
0,"5/29/2019 11:18:16 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,21hvdi
0,"5/29/2019 11:47:21 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 49, created with WinCC Professional V15.1",,QvF8WY
136,"5/29/2019 11:47:21 AM","-6:00","System","Application","Change to operating mode 'online'.",,aUgt82
137,"5/29/2019 11:47:21 AM","-6:00","System","User administration","User administration imported successfully.",,Q7yViU
138,"5/29/2019 11:47:37 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,WxXnxH
0,"5/29/2019 11:48:57 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,K0shVM
0,"5/29/2019 11:49:45 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 49, created with WinCC Professional V15.1",,iDrW9f
139,"5/29/2019 11:49:45 AM","-6:00","System","Application","Change to operating mode 'online'.",,x3qHaF
140,"5/29/2019 11:49:45 AM","-6:00","System","User administration","User administration imported successfully.",,SjMbqJ
141,"5/29/2019 11:49:55 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,32R+se
142,"5/29/2019 11:57:51 AM","-6:00","System","User administration","User logged off.",,jnT3Pc
0,"5/29/2019 12:52:05 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,2PoVK2
0,"5/29/2019 1:03:35 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 49, created with WinCC Professional V15.1",,kamXfb
143,"5/29/2019 1:03:35 PM","-6:00","System","Application","Change to operating mode 'online'.",,tCtW0R
144,"5/29/2019 1:03:35 PM","-6:00","System","User administration","User administration imported successfully.",,yyI309
145,"5/29/2019 1:03:48 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,RD4mrw
146,"5/29/2019 1:10:22 PM","-6:00","System","User administration","User logged off.",,UYgluH
0,"5/29/2019 1:27:10 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,FzSkhR
0,"5/29/2019 1:29:42 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 49, created with WinCC Professional V15.1",,kKZ8LY
147,"5/29/2019 1:29:42 PM","-6:00","System","Application","Change to operating mode 'online'.",,7kfV3/
148,"5/29/2019 1:29:42 PM","-6:00","System","User administration","User administration imported successfully.",,0iUpgs
149,"5/29/2019 1:29:53 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,ykm2Hv
0,"5/29/2019 1:30:45 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,hvAMXN
0,"6/10/2019 12:15:59 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 52, created with WinCC Professional V15.1",,RZKp7S
150,"6/10/2019 12:15:59 PM","-6:00","System","Application","Change to operating mode 'online'.",,xsz0tg
151,"6/10/2019 12:15:59 PM","-6:00","System","User administration","User administration imported successfully.",,ZnqEPM
152,"6/10/2019 12:16:13 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,6ByL1N
153,"6/10/2019 12:30:13 PM","-6:00","System","User administration","User logged off.",,2am1Ik
0,"6/10/2019 12:51:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,KMofI5
0,"6/17/2019 12:06:31 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 53, created with WinCC Professional V15.1",,jRZaHu
154,"6/17/2019 12:06:31 PM","-6:00","System","Application","Change to operating mode 'online'.",,vOgQ3H
155,"6/17/2019 12:06:31 PM","-6:00","System","User administration","User administration imported successfully.",,hP67Wh
156,"6/17/2019 12:06:48 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,lLrBsg
0,"6/17/2019 12:07:10 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,qQUlHk
0,"6/17/2019 4:01:36 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 54, created with WinCC Professional V15.1",,H1K+FD
157,"6/17/2019 4:01:36 PM","-6:00","System","Application","Change to operating mode 'online'.",,nuxtHI
158,"6/17/2019 4:01:36 PM","-6:00","System","User administration","User administration imported successfully.",,v5I7sq
159,"6/17/2019 4:01:49 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,p796M1
160,"6/17/2019 4:01:54 PM","-6:00","admin","Recipe: Recipe_1","Set default values for recipe. ",,Evki/Z
0,"6/17/2019 4:04:31 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,0HRAzl
0,"6/17/2019 4:06:14 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 54, created with WinCC Professional V15.1",,pZOAdJ
161,"6/17/2019 4:06:14 PM","-6:00","System","Application","Change to operating mode 'online'.",,8SDiNT
162,"6/17/2019 4:06:14 PM","-6:00","System","User administration","User administration imported successfully.",,WL74NK
163,"6/17/2019 4:06:28 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,UB9L9H
164,"6/17/2019 4:06:34 PM","-6:00","admin","Recipe: Recipe_1","Set default values for recipe. ",,ciqcj+
165,"6/17/2019 4:07:37 PM","-6:00","admin","Recipe: Recipe_1","Signed Data record test: Save displayed data record to data medium. ","admin",Silrom
166,"6/17/2019 4:07:51 PM","-6:00","admin","Recipe: Recipe_1","Signed Data record test: Transfer displayed data record to PLC.","admin",VHBR19
167,"6/17/2019 4:07:57 PM","-6:00","admin","Recipe: Recipe_1","Data record Test: Load data medium to displayed data record.",,4ilLSt
168,"6/17/2019 4:07:57 PM","-6:00","admin","Recipe: Recipe_1","Data record Test: Loading of data medium to displayed data record aborted due to error. ",,aeL3C8
169,"6/17/2019 4:08:04 PM","-6:00","admin","Recipe: Recipe_1","Data record test: Load data medium to displayed data record.",,mEj+CS
170,"6/17/2019 4:08:13 PM","-6:00","admin","Recipe: Recipe_1","Signed Data record test: Transfer data from PLC to displayed data record. ","admin",xv5J0G
171,"6/17/2019 4:08:56 PM","-6:00","admin","Recipe: Recipe_1","Signed Data record test: Save displayed data record to data medium. ","admin",eb31Rp
172,"6/17/2019 4:08:56 PM","-6:00","admin","Recipe: Recipe_1","Data record Test: Load data medium to displayed data record.",,1b1EyA
173,"6/17/2019 4:08:56 PM","-6:00","admin","Recipe: Recipe_1","Data record Test: Loading of data medium to displayed data record aborted due to error. ",,cgx2E8
174,"6/17/2019 4:08:58 PM","-6:00","admin","Alarm: 290011","Acknowledgment of alarm 290011.",,RfgObo
175,"6/17/2019 4:09:00 PM","-6:00","admin","Alarm: 290011","Acknowledgment of alarm 290011.",,aQ1C/0
176,"6/17/2019 4:09:00 PM","-6:00","admin","Alarm: 290011","Acknowledgment of alarm 290011.",,G5MCn8
177,"6/17/2019 4:09:09 PM","-6:00","admin","Recipe: Recipe_1","Data record Test: Displayed data record deleted.",,uKfPWx
178,"6/17/2019 4:09:09 PM","-6:00","admin","Recipe: Recipe_1","Data record Test: Deletion of displayed data record aborted due to error. ",,hnzBct
179,"6/17/2019 4:09:12 PM","-6:00","admin","Alarm: 290011","Acknowledgment of alarm 290011.",,XJXwjM
0,"6/17/2019 4:09:34 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,lI9Rbr
0,"6/18/2019 2:54:13 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 56, created with WinCC Professional V15.1",,80eeAN
180,"6/18/2019 2:54:13 PM","-6:00","System","Application","Change to operating mode 'online'.",,QnDer4
181,"6/18/2019 2:54:13 PM","-6:00","System","User administration","User administration imported successfully.",,Atzski
182,"6/18/2019 2:54:27 PM","-6:00","System","User administration","User 'admin' has failed to log on successfully 1 times.",,wU+z5N
183,"6/18/2019 2:54:33 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,KtQJf5
184,"6/18/2019 2:54:42 PM","-6:00","admin","Recipe: Recipe_1","Set default values for recipe. ",,2mEt5/
0,"6/18/2019 2:54:50 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,HlUtxF
0,"6/18/2019 2:57:06 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 56, created with WinCC Professional V15.1",,I7Y7AT
185,"6/18/2019 2:57:06 PM","-6:00","System","Application","Change to operating mode 'online'.",,xUy3av
186,"6/18/2019 2:57:06 PM","-6:00","System","User administration","User administration imported successfully.",,WXf+4K
187,"6/18/2019 2:57:19 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Ctbn8k
188,"6/18/2019 2:57:23 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,uuWcp9
189,"6/18/2019 2:57:27 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test: Load data medium to displayed data record.",,MxMt4B
190,"6/18/2019 2:58:27 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test: Save displayed data record in data medium test 1. ","change",7B34jY
191,"6/18/2019 3:00:07 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test 1: Save displayed data record to data medium. ","test",oKLPWF
192,"6/18/2019 3:00:32 PM","-6:00","admin","Recipe: process parameter setpoint","Signed Data record test 1: Transfer displayed data record to PLC.","test",uueV+1
193,"6/18/2019 3:01:43 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,wOJ37o
194,"6/18/2019 3:01:44 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,N0IZ08
195,"6/18/2019 3:02:41 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,DqZQ1I
196,"6/18/2019 3:02:49 PM","-6:00","admin","Recipe: process parameter setpoint","Data record test 1: Load data medium to displayed data record.",,QKSqDp
